dynasarsa,1,0,5183,-0.01693357688439705,0.019625142997475527,5184,-0.03328983922076208,0.016278758971478638,51840,-0.0005580904616695635,0.014058986374038093,-0.0002520786196416989,0.002612515805391527,0.8,0.8
dynasarsa,1,1,1329,-0.046892407835581185,0.046080234026172825,1330,-0.05038202752991567,0.025181248631678983,13300,0.0003483680202253821,0.027021833574761324,-0.00018687043625911128,0.011013962284153427,0.8,0.8
dynasarsa,1,2,843,-0.05106253168418458,0.05979397152245914,844,-0.05462682270579057,0.037304434908380785,8440,0.00102989781380492,0.03420813777845938,-7.88865576750074e-06,0.02356395291158893,0.8,0.8
dynasarsa,1,3,463,-0.036359898176642085,0.0987368981269633,464,-0.05069804219381171,0.0702409399603053,4640,-0.00030525609613293745,0.025681640588363287,0.0017726847462343504,0.038417099922641515,0.8,0.8
dynasarsa,1,4,569,-0.017909201302028,0.16874994762372048,570,-0.04207363461153338,0.11281989958064627,5700,-0.0029715851227614205,0.07088892674618816,0.002170099799985381,0.05861825433671673,0.8,0.8
dynasarsa,1,5,566,-0.026324533973956916,0.1626004554624111,567,-0.036123755935568824,0.12858444914820613,5670,0.0003082414068239046,0.0436371067972961,0.001904675608517635,0.053059346557893065,0.8,0.8
dynasarsa,1,6,322,0.029843466290476073,0.21216534760591174,323,-0.02607518467356968,0.1429541950060072,3230,-0.0019372524860492093,0.05232819494173462,0.0014241354879602932,0.04568691930244324,0.8,0.8
dynasarsa,1,7,632,0.06912119442486035,0.23310636021044576,633,-0.014791429936021457,0.15307821727034426,6330,-0.00020389731376594628,0.04459335261952023,0.0014960696515617172,0.04103834074111263,0.8,0.8
dynasarsa,1,8,389,0.06561100940895834,0.21692829709943864,390,0.0031335671854322354,0.1772900535657625,3900,0.004814000495141664,0.05466901470644526,0.0019733735234568213,0.0376016528182703,0.8,0.8
dynasarsa,1,9,488,0.07359818479210278,0.2702336780031803,489,0.022303954603409983,0.19985153949840978,4890,-0.0003895375368825707,0.05373352600528242,0.0015940205760277448,0.041488369520946755,0.8,0.8
dynasarsa,1,10,500,0.2066765053965206,0.344316040990156,501,0.029249933489090985,0.2142115531641198,5010,0.00861621322264954,0.10922489681805003,0.0006769637542882025,0.04273355545318586,0.8,0.8
dynasarsa,1,11,671,0.22292258562721246,0.35025077020721096,672,0.05433060254881958,0.2345075983844878,6720,-0.0013343797649699128,0.0386504879126394,0.002739718065069524,0.047204659109852505,0.8,0.8
dynasarsa,1,12,529,0.1970135824240433,0.3325590606977189,530,0.09007876256866658,0.2620215697426465,5300,-0.0015910151062532984,0.05285808767461239,0.0031784305951244127,0.043354451562000317,0.8,0.8
dynasarsa,1,13,899,0.05078206261049364,0.24136410924868867,900,0.10603910682693157,0.2766743825275717,9000,0.0012185351967109689,0.0248740756609573,0.0016596507675563368,0.039671596530067216,0.8,0.8
dynasarsa,1,14,547,0.11483771409403032,0.2603604874284228,548,0.1292120769992782,0.2761732681072083,5480,0.0003133055799683966,0.02594469701450111,0.0018262703742724018,0.03789653328688619,0.8,0.8
dynasarsa,1,15,876,0.08569372002220653,0.25866563852153784,877,0.14064488818155232,0.27181455020403944,8770,-0.0011905403825040754,0.022692170446693746,0.0008495594990582931,0.03619553010442777,0.8,0.8
dynasarsa,1,16,623,0.13810855378767287,0.2616095546179987,624,0.15484533150811,0.27686293055020855,6240,-0.0020212618608517886,0.03347765004841386,0.0012174959127134435,0.0323675476696536,0.7958800173440752,0.7958800173440752
dynasarsa,1,17,433,0.19396073299634115,0.28226957921840456,434,0.15931014204655683,0.2694152856218066,4340,-0.0003669722668245774,0.027950300531605535,0.0012367549990863066,0.03198981774069675,0.7695510786217261,0.7695510786217261
